2019.09.29-12.56.06,wav_name
打开照明,\\192.168.1.12\hftest\hfwav\demei\mamingkun@mamingkun_tj20190614Z01_0101.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030192@TJ0030192B01_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\sunhaofei@sunhaofei_tj20190614Z03_0154.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\heyi@heyi_tj20190614Z03_0154.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030276@TJ0030276B05_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030070@TJ0030070A01_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030009@TJ0030009B06_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\huangxin@huangxin_tj20190614Z02_0154.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\fanyang@fanyang_tj20190614Z02_0101.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\zhangliwei@zhangliwei_tj20190614Z03_0101.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\lirongfeng@lirongfeng_tj20190614Z01_0101.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\jiangming@jiangming_tj20190614Z03_0154.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\gaozenghua@gaozenghua_tj20190614Z01_0154.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030422@TJ0030422A04_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030456@TJ0030456B02_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\zhangxinke@zhangxinke_tj20190614Z03_0048.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\zwhe@zwhe_tj20190614Z02_0154.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\hezhiwen@hezhiwen_curtain_pass01_14.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\liuhaibo@liuhaibo_tj20190614Z01_0048.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030361@TJ0030361B01_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030051@TJ0030051B01_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\songjian@songjian_tj20190614Z02_0154.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030120@TJ0030120B01_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030230@TJ0030230B06_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\dushuheng@dushuheng_tj20190614Z01_0048.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\zhutianyu@zhutianyu_tj20190614Z03_0101.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030101@TJ0030101B04_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\zhutianyu@zhutianyu_tj20190614Z01_0101.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030176@TJ0030176B02_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\zhanghui@zhanghui_curtain_pass01_14.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\zhangliwei@zhangliwei_curtain_pass03_14.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030101@TJ0030101B01_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030030@TJ0030030A04_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\chaojun@chaojun_tj20190614Z02_0154.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\zhangxinke@zhangxinke_tj20190614Z02_0101.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\nilian@nilian_tj20190614Z01_0101.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030429@TJ0030429B01_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030300@TJ0030300B06_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\zhuchengqi@zhuchengqi_tj20190614Z01_0048.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030271@TJ0030271A01_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030444@TJ0030444B02_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\jiangming@jiangming_tj20190614Z01_0154.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030430@TJ0030430B07_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030263@TJ0030263A04_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030024@TJ0030024A01_0164.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\zhangliwei@zhangliwei_tj20190614Z01_0154.wav
打开照明,\\192.168.1.12\hftest\hfwav\demei\liubin@liubin_tj20190614Z03_0048.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041165@TJ0041165A03_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041088@TJ0041088A01_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040278@TJ0040278B01_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040080@TJ0040080B02_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041121@TJ0041121A03_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040062@TJ0040062B01_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040351@TJ0040351B07_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040026@TJ0040026B06_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041039@TJ0041039B07_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040097@TJ0040097A02_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040125@TJ0040125B06_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041129@TJ0041129B03_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041088@TJ0041088A04_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040246@TJ0040246B03_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041069@TJ0041069A01_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041088@TJ0041088B06_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040313@TJ0040313B07_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040338@TJ0040338A03_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041012@TJ0041012A04_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041113@TJ0041113B05_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040147@TJ0040147B06_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041088@TJ0041088B01_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040080@TJ0040080B05_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041113@TJ0041113A03_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040351@TJ0040351A03_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041100@TJ0041100A02_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040181@TJ0040181A01_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040202@TJ0040202B06_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041031@TJ0041031A04_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040351@TJ0040351B06_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040115@TJ0040115B02_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041067@TJ0041067B02_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041012@TJ0041012B01_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040343@TJ0040343B04_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040162@TJ0040162A03_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041063@TJ0041063A02_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041157@TJ0041157B04_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040033@TJ0040033B01_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040085@TJ0040085B07_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041179@TJ0041179A03_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041108@TJ0041108B07_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040336@TJ0040336A01_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041083@TJ0041083A03_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040026@TJ0040026B04_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040106@TJ0040106B06_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040037@TJ0040037A04_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040109@TJ0040109B07_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040121@TJ0040121A04_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041185@TJ0041185A01_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040302@TJ0040302A01_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040115@TJ0040115B06_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041063@TJ0041063B07_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040248@TJ0040248B03_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041031@TJ0041031B02_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041121@TJ0041121B07_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041044@TJ0041044B04_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040248@TJ0040248A03_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040349@TJ0040349B07_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040092@TJ0040092A01_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041085@TJ0041085B03_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040213@TJ0040213B01_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040259@TJ0040259A01_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040338@TJ0040338B01_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041031@TJ0041031B06_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040259@TJ0040259B06_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040172@TJ0040172A04_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040329@TJ0040329A04_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040248@TJ0040248B02_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041106@TJ0041106A02_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040037@TJ0040037A03_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040115@TJ0040115B01_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040172@TJ0040172B01_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041079@TJ0041079B06_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041079@TJ0041079B02_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040033@TJ0040033B06_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040359@TJ0040359B06_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041165@TJ0041165A01_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040320@TJ0040320B05_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041085@TJ0041085B05_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040033@TJ0040033B02_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040140@TJ0040140B06_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041185@TJ0041185A02_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041157@TJ0041157A02_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040349@TJ0040349A04_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040278@TJ0040278A01_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041057@TJ0041057A03_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041045@TJ0041045A02_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040043@TJ0040043B07_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040202@TJ0040202B05_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040062@TJ0040062B04_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040125@TJ0040125B02_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041106@TJ0041106B02_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040125@TJ0040125B04_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041044@TJ0041044B02_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041015@TJ0041015B01_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041185@TJ0041185B02_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040128@TJ0040128B05_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0041126@TJ0041126B07_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040213@TJ0040213B02_0109.wav
打开照明灯,\\192.168.1.12\hftest\hfwav\demei\TJ0040302@TJ0040302A03_0109.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\lingzhiyun@lingzhiyun_tj20190614Z03_0102.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\sunhaofei@sunhaofei_curtain_pass01_17.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\zhaojunjun@zhaojunjun_tj20190614Z02_0155.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\pangtao@pangtao_tj20190614Z03_0049.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\liubin@liubin_tj20190614Z02_0049.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030277@TJ0030277A01_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\sunhaofei@sunhaofei_curtain_pass02_17.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\sunhaofei@sunhaofei_tj20190614Z01_0155.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030074@TJ0030074B01_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\jiangmingfang@jiangmingfang_tj20190614Z03_0155.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030246@TJ0030246B06_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030030@TJ0030030A02_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\pangtao@pangtao_curtain_pass03_17.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030009@TJ0030009B05_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030192@TJ0030192B03_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030271@TJ0030271B01_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\litongzhi@litongzhi_tj20190614Z01_0155.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030453@TJ0030453B04_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\liqiang@liqiang_curtain_pass02_17.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\gaozenghua@gaozenghua_tj20190614Z02_0155.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\nilian@nilian_tj20190614Z01_0102.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\zhangxinke@zhangxinke_tj20190614Z02_0049.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030114@TJ0030114B02_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030361@TJ0030361B06_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030114@TJ0030114A03_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030080@TJ0030080B06_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\caoyang@caoyang_tj20190614Z03_0102.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030375@TJ0030375B07_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030103@TJ0030103B01_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030158@TJ0030158B03_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030247@TJ0030247B04_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030323@TJ0030323B03_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030068@TJ0030068B02_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030180@TJ0030180B06_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030051@TJ0030051A03_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\houjingbiao@houjingbiao_tj20190614Z02_0049.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\jiangmingfang@jiangmingfang_tj20190614Z01_0102.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030238@TJ0030238A03_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030246@TJ0030246A01_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030427@TJ0030427A04_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030121@TJ0030121B06_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\wanghaisong@wanghaisong_tj20190614Z03_0102.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030422@TJ0030422A03_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030427@TJ0030427B03_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\langfenling@langfenling_tj20190614Z01_0155.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030033@TJ0030033B02_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030074@TJ0030074B03_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\zhaojunjun@zhaojunjun_tj20190614Z01_0049.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\jiangmingfang@jiangmingfang_tj20190614Z01_0049.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\sunwei@sunwei_tj20190614Z03_0155.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\xudan@xudan_curtain_pass01_17.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030434@TJ0030434B02_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\wanghaisong@wanghaisong_curtain_pass01_17.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\langfenling@langfenling_tj20190614Z03_0155.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030375@TJ0030375B05_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030121@TJ0030121A04_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\zhangzhanyan@zhangzhanyan_curtain_pass02_17.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\zhanghui@zhanghui_tj20190614Z02_0102.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\jiangmingfang@jiangmingfang_curtain_pass02_17.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\zhangzhanyan@zhangzhanyan_tj20190614Z03_0102.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030343@TJ0030343B05_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030236@TJ0030236B02_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030070@TJ0030070A04_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\zhangxinke@zhangxinke_tj20190614Z03_0049.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\sunwei@sunwei_curtain_pass02_17.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\zhenxiangyu@zhenxiangyu_curtain_pass03_17.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030236@TJ0030236A01_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\huangxin@huangxin_tj20190614Z03_0155.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\yinzhaohui@yinzhaohui_curtain_pass03_17.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030180@TJ0030180B03_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030343@TJ0030343B02_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030021@TJ0030021B07_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030277@TJ0030277B07_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030375@TJ0030375B03_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030456@TJ0030456A03_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030296@TJ0030296B02_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030035@TJ0030035A04_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\zhutianyu@zhutianyu_tj20190614Z01_0102.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\liuhaiping@liuhaiping_tj20190614Z02_0102.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030226@TJ0030226B04_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\rendong@rendong_tj20190614Z02_0049.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030460@TJ0030460A03_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\chaojun@chaojun_tj20190614Z02_0155.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030502@TJ0030502A03_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030071@TJ0030071A01_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030300@TJ0030300B04_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030361@TJ0030361A03_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\chaojun@chaojun_tj20190614Z01_0049.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\liubin@liubin_tj20190614Z03_0102.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\zhanghui@zhanghui_tj20190614Z03_0049.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\caoyang@caoyang_tj20190614Z02_0102.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030080@TJ0030080B03_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030226@TJ0030226A04_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\houjingbiao@houjingbiao_tj20190614Z02_0102.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030010@TJ0030010B06_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030162@TJ0030162B02_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030422@TJ0030422A04_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030460@TJ0030460B07_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\TJ0030176@TJ0030176A04_0090.wav
关闭照明,\\192.168.1.12\hftest\hfwav\demei\xuxiaohai@xuxiaohai_tj20190614Z02_0155.wav
增大音量,\\192.168.1.12\hftest\hfwav\demei\TJ0010067@TJ0010067A03_282.wav
增大音量,\\192.168.1.12\hftest\hfwav\demei\TJ0010241@TJ0010241B04_289.wav
增大音量,\\192.168.1.12\hftest\hfwav\demei\TJ0010275@TJ0010275B02_284.wav
增大音量,\\192.168.1.12\hftest\hfwav\demei\TJ0010245@TJ0010245B05_286.wav
增大音量,\\192.168.1.12\hftest\hfwav\demei\SPEAKALI826A92D290E4EDD9028ABDEBC871F718@SPEAKALI826A92D290E4EDD9028ABDEBC871F718_1442111578_4928174401_2.wav
增大音量,\\192.168.1.12\hftest\hfwav\demei\SPEAKALI3EDF258A626350E639619CBD463447D7@SPEAKALI3EDF258A626350E639619CBD463447D7_1442111555_4930198144_2.wav
增大音量,\\192.168.1.12\hftest\hfwav\demei\SPEAKALIA7CC58D72C9AE5B18653036FC29357CF@SPEAKALIA7CC58D72C9AE5B18653036FC29357CF_1442111555_4929180378_2.wav
增大音量,\\192.168.1.12\hftest\hfwav\demei\SPEAKALIA778CC5209F019C1D0CEB65B6C033C75@SPEAKALIA778CC5209F019C1D0CEB65B6C033C75_1442111555_4928189288_2.wav
增大音量,\\192.168.1.12\hftest\hfwav\demei\TJ0010314@TJ0010314B04_300.wav
增大音量,\\192.168.1.12\hftest\hfwav\demei\TJ0010459@TJ0010459A01_277.wav
增大音量,\\192.168.1.12\hftest\hfwav\demei\TJ0010141@TJ0010141A04_289.wav
增大音量,\\192.168.1.12\hftest\hfwav\demei\SPEAKALI635A6959C4DA6B38580540C88F01B303@SPEAKALI635A6959C4DA6B38580540C88F01B303_1442111578_4929121073_2.wav
增大音量,\\192.168.1.12\hftest\hfwav\demei\SPEAKALI1F067AA39F73CFF099C1031C77D5D63A@SPEAKALI1F067AA39F73CFF099C1031C77D5D63A_1442111578_4928172804_2.wav
增大音量,\\192.168.1.12\hftest\hfwav\demei\SPEAKALIE22D0E2999350E92335C72AA0896E302@SPEAKALIE22D0E2999350E92335C72AA0896E302_1442111578_4928120509_2.wav
增大音量,\\192.168.1.12\hftest\hfwav\demei\TJ0010348@TJ0010348B01_284.wav
增大音量,\\192.168.1.12\hftest\hfwav\demei\TJ0010444@TJ0010444B07_292.wav
